,Unnamed: 0,title,개월,spell,token
6828,6828,도저히 안되겠어요,4개월,도저히 안되겠어요,도저히
6829,6829,직수시간이 너무 짧아요..,4개월,직수 시간이 짧아요..,직수 시간
6830,6830,애기 크면서 수유쿠션,4개월,아기 크면서 수유쿠션,아기  쿠션
6831,6831,4개월 아기 코감기,4개월,4개월 아기 코감기,개월 아기 코감기
6832,6832,135일 아기 모유수유시간어느정도되요?,4개월,135일 아기 모유 수유시간 어느 돼요?,아기 모유  시간
6833,6833,133일된아기 완모중이에요,4개월,133일 아기 시간 중이에요,아기 시간 중이
6834,6834,4개월 완모중인데 갑자기 젖양이 줄어들었을때 어떡하나여??,4개월,4개월 시간 중인데 갑자기 젖양이 줄어들었을 때 어떡하나요??,개월 시간 갑자기 모유 때
6835,6835,4개월(126일) 새벽 수유 몇회 하세요?,4개월,4개월(126일) 시간  음식 하세요?,개월 시간 음식
6836,6836,130일 아기 수유양이요 ㅠㅠ,4개월,130일 아기  양이요 ㅠㅠ,아기 이요
6837,6837,텀이.. 무너지고있어요..(4개월) 무플 절망이요..ㅜ 죽겠습니다ㅜ,4개월,텀이.. 무너지고 있어요.. (4개월) 무플 절망이요.. ㅜ 죽겠습니다ㅜ,텀 개월 무플 절망
6838,6838,4개월 아기 분유양 수유시간이요~,4개월,4개월 아기 분유 양 수유시간이요~,개월 아기 분유 양  시간
6839,6839,유축해도 양이 넘 적어요ㅜ,4개월,유축해도 양이 적어요ㅜ,유축 양
6840,6840,124일. 젖양 늘리고 싶어요.,4개월,124일. 젖양 늘리고 싶어요.,젖
6841,6841,"135일 아기, 전유후유 다 먹는걸까요?",4개월,"135일 아기, 전유 후유 다 먹는 걸까요?",아기 전유 후유 요
6842,6842,120일 젖꼭지사이즈땜시 미치겠네요ㅠㅠ,4개월,120일 젖꼭지 사이즈 때문에 미치겠네요ㅠㅠ,젖꼭지 사이즈 때문
6843,6843,121일 완모아기 젖거부 젖 정체기?,4개월,121일 모유 거부 모유 정체기?,모유 거부 모유 정체 기
6844,6844,매번 완모와 단유의 기로에 놓여있네요,4개월,매번 완모와 단유의 기로에 놓여있네요,매번 시간 유의 로
6845,6845,150일아기 분유양,4개월,150일 아기 분유 양,아기 분유 양
6846,6846,143일 밤수 질문이요,4개월,143일 시간 질문이요,시간 질문
6847,6847,4개월 아기 수유텀도 짧고 뒤죽박죽이에요,4개월,4개월 아기  텀도 짧고 뒤죽박죽이에요,개월 아기  뒤죽박죽
6848,6848,128일 완모아기 몸무게 정체기ㅜㅜ,4개월,128일 몸무게 정체기ㅜㅜ,몸무게 정체 기
6849,6849,모유양 늘린다고 애 계속 굶기는거 아닌지 모르겠어요..,4개월,모유 양 늘린다고 애 계속 굶기는 아닌지 모르겠어요..,모유 양 애 계속
6850,6850,이럴땐 어떻게 해야하나요??,4개월,이럴 땐 어떻게 하나요??,땐 하나요
6851,6851,4개월 완모 아기들 수유텀 어떻게 되나요?,4개월,4개월 시간 아기들   어떻게 되나요?,개월 시간 아기
6852,6852,단유방법요...,4개월,단 유방 법요...,단 유방 법
6853,6853,4개월 아기 분유를 잘 안먹어요 ~,4개월,4개월 아기 분유를 먹어요 ~,개월 아기 분유
6854,6854,143일 아기 총수유량 1200이면 많죠? 새벽수유를 끊어야할까요?,4개월,143일 아기 총수 유량 1200이면 많죠? 시간 수유를 끊어야 할까요?,아기 총수 유량 시간  요
6855,6855,4개월..단유해야할까요,4개월,4개월.. 다유 할까요,개월 유 요
6856,6856,135일아기..아직100ml씩먹어요,4개월,135일 아기.. 100ml씩 먹어요,아기
6857,6857,4개월아기 180~200 3시간30분텀,4개월,4개월 아기 180~200 3시간 30분 텀,개월 아기 텀
6858,6858,4개월..젖양이준거같아요ㅠ,4개월,4개월.. 젖양이 같아요ㅠ,개월 젖
6859,6859,140일 된 아가 수유양 문의요.,4개월,140일 아가  양 문의요.,아가 양 문의
6860,6860,"4개월 아기 몸무게가 안늘어요,",4개월,"4개월 아기 몸무게가 늘어요,",개월 아기 몸무게
6861,6861,4개월아기 분유수유 텀 공유해용,4개월,4개월 아기 분유   공유해요,개월 아기 분유 공유
6862,6862,혼합수유질문이요,4개월,혼합수유 질문이요,혼합  질문
6863,6863,140일아가 수유시 옹알이 소리를내요,4개월,140일 아가  옹알이 소리를 내요,아가 옹알 소리 내
6864,6864,"3,4개월 아기 수유량",4개월,"3,4개월 아기 수유량",개월 아기 유량
6865,6865,"3,4개월 아기 수유텀~",4개월,"3,4개월 아기  텀~",개월 아기 텀
6866,6866,4개월 아기 분유 총양,4개월,4개월 아기 분유 총양,개월 아기 분유 양
6867,6867,3갤째 완모중인데 피가...,4개월,3개째 시간 중인데 피가...,개 시간 피
6868,6868,136일아가 분유수유 젖꼭지요,4개월,136일 아가 분유  젖꼭지요,아가 분유 젖꼭지
6869,6869,140일에 모유양 늘리기 어려운가요?,4개월,140일에 모유 양 늘리기 어려운가요?,모유 양
6870,6870,4개월차 완분아기.. 분유 다 먹는데 얼마나 걸리세요?,4개월,4개월 차 완불 아기.. 분유 다 먹는 얼마나 걸리세요?,개월 차 완불 아기 분유 얼마나
6871,6871,새벽수유 깰 때마다 주시나요!?(공갈 안무는 아이),4개월,새벽  깰 때마다 주시나요!?(공갈 안무는 아이),새벽 때 공갈 안무 아이
6872,6872,129일 아가 수유텀이 갑자기 짧아졌는데요,4개월,129일 아가  텀이 갑자기 짧아졌는데요,아가  갑자기
6873,6873,4갤 아기 갑자기 토를 자주 하는데 뭔가 문제일까요?,4개월,4 갤 아기 갑자기 토를 자주 하는데 뭔가 문제일까요?,아기 갑자기 토 자주 뭔가 제일
6874,6874,"완모 4개월 수유텀, 수유횟수, 수유시간 공유해요^^",4개월,"완모 4개월  텀, 수유횟수, 수유시간 공유해요^^",완모 개월   횟수  시간 공유
6875,6875,4개월 아기 먹다 짜증내다 왜 그럴까요 ㅠㅠ,4개월,4개월 아기 먹다 짜증 내다 왜 그럴까요 ㅠㅠ,개월 아기 짜증 왜 요
6876,6876,4개월아기 젖꼭지당기기,4개월,4개월 아기 젖꼭지 당기기,개월 아기 젖꼭지 기기
6877,6877,완모 150일아기 비티민D,4개월,완모 150일 아기 비타민D,완모 아기 비타민
6878,6878,148일차 곧 5갤차 맘입니다. 혼합수유중 고민이네요,4개월,148일차 5개 차 맘입니다. 혼합수유 고민이네요,개 차 맘 혼합  고민 요
6879,6879,4개월 수유텀,4개월,4개월  텀,개월 텀
6880,6880,135일 아기 너무 안 먹어요ㅠㅜ,4개월,135일 아기 먹어요ㅠㅜ,아기
6881,6881,140일 모유가 줄은걸까요?,4개월,140일 모유가 걸까요?,모유 요
6882,6882,130일 아기 ->젖병 거부 어떻게 하나요ㅠㅠㅠ,4개월,130일 아기 ->젖병 거부 어떻게 하나요ㅠㅠㅠ,아기 젖병 거부 하나요
6883,6883,"4개월20일 아가 수유텀,양 봐주세요ㅜㅡ",4개월,"4개월 20일 아가  텀, 양 봐주세요ㅜㅡ",개월 아가  양
6884,6884,단유 후 4개월이 지났는데 (매너사진ㅇ),4개월,단유 후 4개월이 지났는데 (매너 사진ㅇ),유 후 개월 매너 사진
6885,6885,140일아기 수유텀 다섯시간 괜찮나요?,4개월,140일 아기   다섯 시간 괜찮나요?,아기 다섯 시간
6886,6886,"150일경 아기 수유텀, 수유량 얼마나 하세요?",4개월,"150일경 아기  텀, 수유량 얼마나 하세요?",아기  유량 얼마나
6887,6887,"4개월완모중인데,,, 분유추천이요 ㅠ",4개월,"4개월 시간 중인데,,, 분유 추천이요 ㅠ",개월 시간 분유 추천
6888,6888,4개월 아기요~ 낮에 많이 안먹는데 밤수 끊으면 더 잘먹을까요?,4개월,4개월 아기요~ 낮에 많이 먹는데 시간 끊으면 먹을까요?,개월 아기 시간 시간
6889,6889,4개월 완모인데 젖양 부족시 어떻게 해야할까요?,4개월,4개월 완모인데 젖양 부족 어떻게 할까요?,개월 시간 모유 부족 요
6890,6890,4개월 아가 너무 안먹어요,4개월,4개월 아가 먹어요,개월 아가
6891,6891,4개월 모유수유텀 어떻게 되시나요?,4개월,4개월 모유   어떻게 되시나요?,개월 모유
6892,6892,129일 밤수끊는법알려주세요ㅠ,4개월,129일 밤수끊는법알려주세요ㅠ,밤수 법
6893,6893,148일아기 하루총량어케되시나요?,4개월,148일 아기 하루 어떻게 되시나요?,아기 하루
6894,6894,곧 5개월 이제와서 유축수유 고민이에요..,4개월,곧 5개월 이제 유축  고민이에요..,곧 개월 이제 유축 고민
6895,6895,사개월아기 패턴이 안잡혀요,4개월,사 개월 아기 패턴이 잡혀요,사 개월 아기 패턴
6896,6896,급해요 ㅠㅠ4개월 남아입니다,4개월,급해요 ㅠㅠ4개월 남아입니다,개월 남아
6897,6897,(150일) 이거 어떻게 고쳐야 할까여..?,4개월,(150일) 어떻게 고쳐야 할까요..?,요
6898,6898,4개월아기 압타밀프레먹여야되나요?,4개월,4개월 아기 압타밀프레먹여야되나요?,개월 아기 압 타밀 프레
6899,6899,4개월 아기 수유 횟수..,4개월,4개월 아기  횟수..,개월 아기 횟수
6900,6900,140일아기 너무안먹어요ㅠ,4개월,140일 아기 먹어요ㅠ,아기
6901,6901,<130일-모유수유시간 30분> 너무 긴가요 ??,4개월,<130일-모유 수유시간 30분> 긴가요 ??,모유  시간
6902,6902,130일 아기 수유시간궁금해요,4개월,130일 아기 수유시간 궁금해요,아기  시간
6903,6903,130일 아기 1단계분유 먹여도될까요?,4개월,130일 아기 1단계 분유 먹여도 될까요?,아기 단계 분유 요
6904,6904,130일 모유수유 아가 텀 어떻게 되세요??!,4개월,130일 모유  아가  어떻게 되세요??!,모유 아가
6905,6905,백일~130일 아가들 하루 수유량 얼마나 되나요??,4개월,백일~130일 아가들 하루 수유량 얼마나 되나요??,백일 아가 하루 유량 얼마나
6906,6906,150일 모유 늘리는법,4개월,150일 모유 늘리는 법,모유 법
6907,6907,"4개월 아기 수유텀, 밤수",4개월,"4개월 아기  텀, 시간 수",개월 아기  시간 수
6908,6908,140아기 Y형태 아닌 젖꼭지 있나요?,4개월,140아기 Y 형태 젖꼭지 있나요?,아기 형태 젖꼭지
6909,6909,125일 생후 4개월 아이 먹는양이 넘 적어요..,4개월,125일 시간 4개월 아이 먹는 양이 적어요..,시간 개월 아이 양
6910,6910,4개월 아기 모유를 먹다 마는 느낌,4개월,4개월 아기 모유를 먹다 느낌,개월 아기 모유 느낌
6911,6911,150일아가 밤중 모유수유 2번( 3시간마다 깨요TT),4개월,150일 아가 밤중 모유  2번( 3시간마다 깨요 TT),아가 밤중 모유 번 깨
6912,6912,140일 갑자기 양이 줄었어요ㅠㅠ,4개월,140일 갑자기 양이 줄었어요ㅠㅠ,갑자기 양
6913,6913,출산4개월 맘인데 목감기 걸렸어여,4개월,출산 4개월 맘인데 목감기 걸렸어요,출산 개월 맘 목 감기
6914,6914,4개월 아기 이유식 해야할까요?,4개월,4개월 아기 이유식 할까요?,개월 아기 이유식 요
6915,6915,133일 아기 꿈수로 분유수유 했는데 트림 시키나요?,4개월,133일 아기  수로 분유 수유했는데 트림 시키나요?,아기 수로 분유  트림
6916,6916,133일 아기 수유량 공유 해주세요~,4개월,133일 아기 수유량 공유해주세요~,아기 유량 공유
6917,6917,액상유산균 계속 먹여도 되나요?(+129일아기),4개월,액상 유산균 계속 먹여도 되나요?(+129일 아기),액 유산균 계속 아기
6918,6918,4개월 완모님들 하루가 궁금해요,4개월,4개월 완모님들 하루가 궁금해요,개월 완모님들 하루
6919,6919,150일근처 아기 첫수막수 시간이랑 수유량 공유해주세요,4개월,150일 근처 아기 첫 수막 시간이랑 수유량 공유해주세요,근처 아기 첫 수막 시간 유량 공유
6920,6920,150일 아기 수유량 궁금해요~,4개월,150일 아기 수유량 궁금해요~,아기 유량
6921,6921,"곧 5개월, 분유를 거의 먹지 않아요",4개월,"곧 5개월, 분유를 거의 먹지 않아요",곧 개월 분유 거의
6922,6922,4개월 아기 안물려고 해요 ㅠㅠ,4개월,4개월 아기 물려고 ㅠㅠ,개월 아기
6923,6923,4개월 모유수유부 계속 수유를 할수있을지..,4개월,4개월 모 유수유부 계속 수유를 있을지..,개월 모 유수 유부 계속 수유
6924,6924,5개월 아기 완모에서 혼합으로 갈아타기 고민,5개월,5개월 아기 완모에서 혼합으로 갈아타기 고민,개월 아기 시간 혼합 고민
6925,6925,5갤 아이 분유량 어떻게되세요?,5개월,5 갤 아이 분유 어떻게 되세요?,아이 분유
6926,6926,완모에서..혼합하고싶은데 어렵네요ㅜㅜ,5개월,완모에서.. 혼합하고 싶은데 어렵네요ㅜㅜ,완모 혼합
6927,6927,완모 5개월째인데 단유하려구요 ㅠㅠ,5개월,완모 5개월째인데 다유 하려고요 ㅠㅠ,완모 개월 유
6928,6928,밤중수유 끊을때 물,5개월,밤중  끊을 때 물,밤중 때 물
6929,6929,5개월아기 여행 예정인데 수유량 질문이요~,5개월,5개월 아기 여행 예정인데 수유량 질문이요~,개월 아기 여행 예정 유량 질문
6930,6930,153일 분유량 질문,5개월,153일 분유 질문,분유 질문
6931,6931,모유수유아기 자기전분유먹이기 도와주세요~,5개월,모유  아기 자기 전 분유 먹이기 도와주세요~,모유 아기 자기 전 분유
6932,6932,5개월아기,5개월,5개월 아기,개월 아기
6933,6933,분유정체기 어떻게 하나요?ㅜㅜ,5개월,분유 정체기 어떻게 하나요?ㅜㅜ,분유 정체 하나요
6934,6934,177일 아기 새벽에 3~4번 깨요ㅠ,5개월,177일 아기 새벽에 3~4번 깨요ㅠ,아기 시간 번 깨
6935,6935,단유중인데 다시 먹여도될까요..?,5개월,단위 중인데 먹여도 될까요..?,단위 요
6936,6936,5개월 아기 수유량 1000이 넘어서 고민이예요,5개월,5개월 아기 수유량 1000이 넘어서 고민이에요,개월 아기 유량 이 고민
6937,6937,179일_고 모유양이 적어서 혼합수유 액상분유로 시작하려합니다.,5개월,179일_고 모유 양이 적어서 혼합수유 액상분유로 시작하려 합니다.,고 모유 양 혼합  액 분유 시작
6938,6938,5개월 모유수유 아기 몇분 정도 먹나요??,5개월,5개월 모유  아기 분 먹나요??,개월 모유 아기 분
6939,6939,힙분유 텀,5개월,히프 분유 텀,히프 분유 텀
6940,6940,초기이유식 분유수유,5개월,초기 이유식 분유 수유,초기 이유식 분유 수유
6941,6941,5개월 완모아기 몸무게정체 ㅠㆍㅠ 분유,5개월,5개월 몸무게 정체 ㅠㆍㅠ 분유,개월 몸무게 정체 분유
6942,6942,완모중/새벽수유땜에 스트레스에요ㅠ,5개월,완모 중/새벽  땜에 스트레스에요ㅠ,완모 시간 땜 스트레스
6943,6943,5개월아기 수유텀,5개월,5개월 아기  텀,개월 아기 텀
6944,6944,5개월차 완모.. 뭔가 잘못된 것 같아요(수유텀 젖물잠),5개월,5개월 차 완모.. 뭔가 잘못된 같아요(수유  젖물잠),개월 차 시간 뭔가  젖물잠
6945,6945,175일 아가 한번에 사십먹었대요,5개월,175일 아가 사십 먹었대요,아가 대요
6946,6946,5개월 들어서는 아기..단유할까요?,5개월,5개월 들어서는 아기.. 다유 할까요?,개월 아기 유 요
6947,6947,5개월아기 수유텀 궁금해요,5개월,5개월 아기   궁금해요,개월 아기
6948,6948,5개월 완모아기 분유거부 모유양 부족 ㅜㅜ,3개월,5개월 분유 거부 모유 양 부족 ㅜㅜ,개월 분유 거부 모유 양 부족
6949,6949,"5개월 아기 수유텀4시간에 하루 4번 먹는데 너무 적나요?,,,",5개월,"5개월 아기   4시간에 하루 4번 먹는데 적나요?,,,",개월 아기 하루 번
6950,6950,"160일 아가, 하루 세번 수유 맞나요? ?모유위주 혼합에서 분유로 넘어가는중",5개월,"160일 아가, 하루 번  맞나요? ?모유 혼합에서 분유로 넘어가는 중",아가 하루 번 모유 혼합 분유 중
