,title,개월,spell,token
8178,10월아기 하루총분유좀공유해주세요,10개월,10월 아기 하루 총분유 좀 공유해주세요,아기 하루 분유 좀 공유
8179,10월 아기 분유일까요 ?,10개월,10월 아기 분 유일까요 ?,아기 분 유일
8180,10월아기 분유,10개월,10월 아기 분유,아기 분유
8181,10월 아기 브랜드명?,10개월,10월 아기 브랜드명?,아기 브랜드
8182,10월 아기 모유 시 궁금해요,10개월,10월 아기 모유 시 궁금해요,아기 모유 시
8183,10월 시다유,10개월,10월 시간 다유,시간 유
8184,10월시다유예정인데빨대에분유,10개월,10월 시간 다유 예정인데 빨대에 분유,시간 유 예정 빨대 분유
8185,10월 분유 나 먹나요?,10개월,10월 분유 나 먹나요?,분유 나
8186,10월 아기 량 좀 봐주세요~!,10개월,10월 아기 량 좀 봐주세요~!,아기 량 좀
8187,10월 모유거부,10개월,10월 모유 거부,모유 거부
8188,모유 계속 먹이고 싶은데 애가 안먹어여..ㅜㅜ,11개월,모유 계속 먹이고 싶은데 애가 안 먹어여..ㅜㅜ,모유 계속 먹이 애가 안
8189,350일 아기 분유 끊어도 괜찮은가요? 그럼 흰우유 먹여야 하나요?,11개월,350일 아기 분유 끊어도 괜찮은가요? 그럼 흰 우유 먹여야 하나요?,아기 분유 우유 하나요
8190,"곧 12월, 모유떼기 도와주세요",11개월,"곧 12월, 모유떼기 도와주세요",곧 모유
8191,분유분유에서 분유식 6월 적당한거죠?,11개월,분유분유에서 분유식 6월 적당한 거죠?,분유 분유 분유 거
8192,10월아기 식 시이요ㅜㅜ 도와주세요,11개월,10월 아기 식 시이요ㅜㅜ 도와주세요,아기 식 이요
8193,11월 여아 시아기에요 다유 시쯤 하실 생각이세요?,11개월,11월 여아 시간 아기에 요 다 유 시쯤 하실 생각이세요?,여 시간 아기 요 유 쯤 생각 이세
8194,11월 쌍둥이 우량아 우유 해볼까요??,11개월,11월 쌍둥이 우량 아 우유 해볼까요??,쌍둥이 우량 우유 요
8195,11월) 눕수 하고 1시마다 깨요... 정말 너무 화가 나요,11개월,11월) 눕수 하고 1시마다 깨요... 정말 너무 화가 나요,깨 정말 화가
8196,11월아기 시중,11개월,11월 아기 시중,아기 시중
8197,11월아기 분유얼만큼먹어야하나요ㅜㅜ,11개월,11월 아기 분유얼만큼 먹어야 하나요 ㅜㅜ,아기 분유 얼 하나요
8198,모유 시까지...,11개월,모유 시까지...,모유 시
8199,11월 아기 막수 모유 끊는법 조언부탁드려요 :),11개월,11월 아기 막수 모유 끊는 법 조언 부탁드려요 :),아기 모유 법 조언
8200,곧 시아기 분유,11개월,곧 시간 아기 분유,곧 시간 아기 분유
8201,357일 아기 급다유 도와주세요,11개월,357일 아기 급다유 도와 주세요,아기 급 유 도
8202,모유) 유축한거는 안먹으려하는 아기,11개월,모유) 유축한 거는 안 먹으려 하는 아기,모유 유축 거 안 아기
8203,11월 다유 7일째 아기가 을넘 안먹어여 ㅠㅠ,11개월,11월 다유 7일째 아기가 을 넘 안 먹어 여 ㅠㅠ,유 아기 안 여
8204,베비언스 분유명 안먹어요 ㅠㅠ,11개월,베비언스 분 유 명 안 먹어요 ㅠㅠ,베비 언스 분 유 명 안
8205,시전아기 우유 될까요?,11개월,시간 전 아기 우유 될까요?,시간 전 아기 우유 요
8206,11월 아이 분유양,11개월,11월 아이 분유양,아이 분유
8207,곧 시아기 분유,11개월,곧 시간 아기 분유,곧 시간 아기 분유
8208,다유한 (시전),11개월,다유한 (시간 전),유한 시간 전
8209,11월에 분유 끊으신분 계신가요~,11개월,11월에 분유 끊으신 분 계신가요~,분유 분
8210,11월아기.분유,11개월,11월 아기. 분유,아기 분유
8211,11월 아기 분유  몇번 하세요?,11개월,11월 아기 분유 몇 번 하세요?,아기 분유 몇 번
8212,11월 아기 분유 나 먹여야해요?,11개월,11월 아기 분유 나 먹여야 해요?,아기 분유 나 해
8213,혼출산유잡고 먹는시기 궁금해요,11개월,혼출산 유잡고 먹는 시기 궁금해요,혼 출산 유 잡고 시기
8214,시 전 다유하신분 계실까요?(분유없이),11개월,시간 전 다유하신 분 계실까요?(분유 없이),시간 전 유하 신 분 요 분유
8215,다유 모유말리는 어떻게 알려주세요 ㅠ,11개월,다유 모유 말리는 어떻게 알려주세요 ㅠ,유 모유
8216,11월 분유,11개월,11월 분유,분유
8217,"11월아기 하려니 이 3시밖에 안되는데, 어떻게하시나요?",11개월,"11월 아기 하려니 이 3시밖에 안 되는데, 어떻게 하시나요?",아기 이 안
8218,모유 11갤아기인데요.한달정도만 분유명먹여도될까요?,11개월,모유 11갤 아기인데요. 한 달 정도만 분 유명 먹여도 될까요?,모유 아기 요 달 정도 분 유명 요
8219,"338일, 모유  3음식로 줄여도 되나요?",11개월,"338일, 모유 3음식로 줄여도 되나요?",모유 음식 로
8220,유아식하는 11월 이 압타밀 3단계먹어도될까요?,11개월,유아식하는 11월 이 압타밀 3단계 먹어도 될까요?,유아식 이 압 타밀 단계 요
8221,다유하려니 마음이 약해져요 ㅠㅠ,11개월,다유하려니 마음이 약해져요 ㅠㅠ,유하 려니 마음
8222,11갤 아기 분유양이 줄었어요~,11개월,11갤 아기 분유 양이 줄었어요~,아기 분유 양
8223,곧 시인데.. 시 이후엔 얼만큼씩 먹여야 할까요,11개월,곧 시간인데.. 시간 이후엔 얼만큼씩 먹여야 할까요,곧 시간 시간 이후 얼 요
8224,11월 아기 2단계 먹이다가 3단계로 확 바꿨는데 변를 10번해요..응급실 가야하나요?,11개월,11월 아기 2단계 먹이 다가 3단계로 확 바꿨는데 변를 10번 해요..응급실 가야하나요?,아기 단계 먹이 다가 단계 확 변를 번 해 응급실
8225,통수면이 몇시이예요???,11개월,통수면이 몇 시 이예요???,통 수면 몇 시 이예
8226,시11월아기 다유 어떻게 할까요??,11개월,시 11월 아기 다 유 어떻게 할까요??,시 아기 유 요
8227,아기가 다음달이 시인데 아직도 시수해요ㅠㅠ,11개월,아기가 다음달이 시간인데 아직도 시 수해요 ㅠㅠ,아기 다음 달이 시간 시 수해
8228,11월아기 노락ar 아직 먹는중인데,11개월,11월 아기 노락 ar 아직 먹는 중인데,아기 노락 중
8229,"이제 곧 시되는 아기, 저는 방광염 신우염이라는데 갑자기 다유가 가능할까요",11개월,"이제 곧 시간 되는 아기, 저는 방광염 신우염이라는 데 갑자기 다 유가 가능할까요",이제 곧 시간 아기 저 방광염 신우염 데 갑자기 유가 요
8230,다유 할려구요...,11개월,다유 할려구요...,유 구
8231,11월 아기 분유 시까지??,11개월,11월 아기 분유 시까지??,아기 분유 시
8232,11월 아기 식과 분유 ~분유 어떻게 줄여가면 될까요?,11개월,11월 아기 식과 분유 ~분유 어떻게 줄여가면 될까요?,아기 식 분유 분유 요
8233,11월아기 분유을 꼭 하려해오 ㅠㅠ,11개월,11월 아기 분유을 꼭 하려 해오 ㅠㅠ,아기 분유 을 꼭
8234,11월차 분유 하는 아기..끊어도 되나요?,11개월,11월 차 분 유 하는 아기.. 끊어도 되나요?,차 분 유 아기
8235,"11월, 분유 시까지 먹이나요?",11개월,"11월, 분유 시까지 먹이나요?",분유 시
8236,11월되는 아이인데 갑자기 모유를 안 먹어요.,11개월,11월 되는 아이인데 갑자기 모유를 안 먹어요.,아이 갑자기 모유 안
8237,11월 아기 시 저녁만 모유 직수 해도 될까요,11개월,11월 아기 시간 저녁만 모유 직수 해도 될까요,아기 시간 저녁 모유 직수 해도 요
8238,11월아기 브랜드명 &분유 알려주세요ㅠㅠ,11개월,11월 아기 브랜드 명 &분유 알려주세요 ㅠㅠ,아기 브랜드 명 분유
8239,11월 아기 분유좀 봐주세요ㅠ분유를 못줄이겠어요;,11개월,11월 아기 분유 좀 봐주세요 ㅠ 분유를 못 줄이겠어요;,아기 분유 좀 분유 못
8240,곧 시아기 분유에서 우유로...,11개월,곧 시간 아기 분유에서 우유로...,곧 시간 아기 분유 우유
8241,시전 우유먹이신엄마들 !문이요,11개월,시간 전 우유 먹이신 엄마들 !문이요,시간 전 우유 엄마 이요
8242,"10-11월 아기들(식거부,양)",11개월,"10-11월 아기들(식거부, 양)",아기 식 거부 양
8243,11갤 아기 시수가 왜케 안끊어지죠? ㅠㅠ,11개월,11갤 아기 시 수가 왜 케 안 끊어지죠? ㅠㅠ,아기 시 수가 왜 케 안
8244,11월14일 된 아기 분유가 온 듯 해요.ㅠㅠ,11개월,11월 14일 된 아기 분유가 온 듯 해요. ㅠㅠ,아기 분유 온 듯 해
8245,11월 다유,11개월,11월 다유,유
8246,11월째시에요,11개월,11월째 시간에요,시간
8247,11월 아기 분유 어떻게 되시나요,11개월,11월 아기 분유 어떻게 되시나요,아기 분유
8248,10~11월 아기 분유  어떻게 하시나요,11개월,10~11월 아기 분유 어떻게 하시나요,아기 분유
8249,모유직수하는 아기..통수면자는 아가 있나요?,11개월,모유직수하는 아기..통수면자는 아가 있나요?,모유 직 수하 아기 통 수면 아가
8250,11월 아기 다유 후 대체식품 뭐가 있을까요? 갑자기 다유 괜찮을까요?,11개월,11월 아기 다유 후 대체식품 뭐가 있을까요? 갑자기 다 유 괜찮을까요?,아기 유 후 대체 식품 뭐 갑자기 유
8251,"이제곧11월아기 양,패턴 공유하고싶어요",11개월,"이제 곧 11월 아기 양, 패턴 공유하고 싶어요",이제 곧 아기 양 패턴 공유
8252,11월 시수 시까지 해야할까요,11개월,11월 시수 시까지 해야 할까요,수 시 요
8253,11월 다유,11개월,11월 다유,유
8254,11월째 시중인데 모유량 줄이고 싶어요,11개월,11월째 시간 중인데 모 유량 줄이고 싶어요,시간 중 모 유량 줄
8255,11월 모유다유하려는데 어떻게좀 알려주세요,11개월,11월 모유 다유하려는 데 어떻게 좀 알려주세요,모유 유하 려 데 좀
8256,11월아기 시첫수,11개월,11월 아기 시간 첫 수,아기 시간 첫 수
8257,11월 음식수 문이에요,11개월,11월 음식 수 문이에요,음식 수 문
8258,다유어떻게,11개월,다유 어떻게,유
8259,11월 시 다유ㅜ,11개월,11월 시간 다유ㅜ,시간 유
8260,11갤아기 모유 모유모유젖꼭지를 어뜯어요 ㅠㅠ,11개월,11갤 아기 모유 모유 젖꼭지를 어 뜯어요 ㅠㅠ,아기 모유 모유 젖꼭지
8261,시 다 돼 가시는 모유 맘님들!!어떻게 하고 계세요??,11개월,시간 다 돼 가시는 모유 맘님들!! 어떻게 하고 계세요??,시간 모유 맘 계세
8262,모유모유젖꼭지 단계올릴때,11개월,모유 젖꼭지 단계 올릴 때,모유 젖꼭지 단계 때
8263,"곧 시아기 갑자기 분유양이 늘었는데요,",11개월,"곧 시간 아기 갑자기 분 유양이 늘었는데요,",곧 시간 아기 갑자기 분 유양
8264,곧 12월되는아기 시수안먹을려고해요,11개월,곧 12월 되는 아기 시 수안 먹을려고 해요,곧 아기 시 수안 해
8265,곧 시아기 문이요,11개월,곧 시간 아기 문이요,곧 시간 아기 이요
8266,11월 째 모유.. 가슴이 찌릿,11개월,11월 째 모유.. 가슴이 찌릿,모유 가슴 찌릿
8267,11월 아기 분유,11개월,11월 아기 분유,아기 분유
8268,11월인데 양 이정도만 먹어도 되나요?,11개월,11월인데 양 이 정도만 먹어도 되나요?,양 이 정도
8269,11월인데 모유살 오나요?,11개월,11월인데 모유살 오나요?,모유 살
8270,생우유 시부터 먹이는게 좋을까요?,11개월,생우유 시부터 먹이는 게 좋을까요?,생 우유 시 게
8271,시수면시수면잘때 꼭 분유먹으면서 자는아기!!,11개월,시간 수면시 수면 잘 때 꼭 분유 먹으면서 자는 아기!!,시간 면시 수면 때 꼭 분유 아기
8272,시전아기 분유 끊어도 될까요?,11개월,시간 전 아기 분유 끊어도 될까요?,시간 전 아기 분유 요
8273,다음식 시 아기 분유끊는거요!,11개월,다음식 시간 아기 분유 끊는 거요!,다음 시간 아기 분유 거
8274,이제11월되는아기 분유 공유해주세요~~,11개월,이제 11월 되는 아기 분유 공유해주세요~~,이제 아기 분유 공유
8275,다유 어떻게 해야하나요ㅠㅠ,11개월,다유 어떻게 해야 하나요 ㅠㅠ,유 하나요
8276,11갤 첫 상하 우유 줘도ㅇ될까오?,11개월,11갤 첫 상하 우유 줘도 ㅇ 될까오?,첫 상하 우유 까오
8277,시앞둔아기 다유는???,11개월,시간 앞둔 아기 다유는???,시간 아기 유
8278,시 2주전 3단계 분유&브랜드명 먹어도 되나요?,11개월,시간 2주 전 3단계 분유 & 브랜드 명 먹어도 되나요?,시간 주 전 단계 분유 브랜드 명
8279,시앞둔 아기 다유,11개월,시간 앞둔 아기 다유,시간 아기 유
8280,11월 아기 분유ㅜㅜ,11개월,11월 아기 분유 ㅜㅜ,아기 분유
8281,얼다니는 11갤 아기 스케줄좀 봐주세용 ㅜㅜ,11개월,얼다니는 11갤 아기 스케줄 좀 봐주세 용 ㅜㅜ,아기 스케줄 좀 용
8282,"11월 식, 분유양, 스케줄",11개월,"11월 식, 분유양, 스케줄",식 분유 스케줄
8283,11월 분유한번주는아기 패턴어떤가요?,11개월,11월 분유 한번 주는 아기 패턴 어떤가요?,분유 한번 아기 패턴 가요
8284,11월 분유ㅜㅜ 조언좀요 ㅜㅜ,11개월,11월 분유 ㅜㅜ 조언 좀 요 ㅜㅜ,분유 조언 좀 요
8285,11월아기 시수,11개월,11월 아기 시수,아기 수
8286,7월 아기  문요,11개월,7월 아기 문요,아기 문
8287,11갤 얼아기 식 분유 어떻게 먹이세여!?,11개월,11갤 얼아기 식 분유 어떻게 먹이 세여!?,식 분유 먹이 세
8288,다유를 앞두고 ..,11개월,다유를 앞두고 ..,유
8289,11월아기 분유 바꺼보신분?,11개월,11월 아기 분유 바꺼보신 분?,아기 분유 바 보신 분
8290,11월아기 모유양이 줄어든거같아요,11개월,11월 아기 모유 양이 줄어든 거 같아요,아기 모유 양 거
8291,곧 아기가 시인데~  그만하는게 나을까요?,11개월,곧 아기가 시간인데~ 그만하는 게 나을까요?,곧 아기 시간 게
8292,11갤 다유 어케하나요??,11개월,11갤 다 유 어케 하나요??,유 어케 하나요
8293,시아기 분유 하루 250너무 작은가요?,12개월,시간 아기 분유 하루 250 너무 작은 가요?,시간 아기 분유 하루 가요
8294,12월 아기 다유 어찌하면 좋을까요,12개월,12월 아기 다유 어찌하면 좋을까요,아기 유 어찌
8295,시끝맘이예요 이제.다유 하려고요..,12개월,시간 끝맘이예요 이제. 다 유 하려고요..,시간 끝맘 이제 유
8296,모유살 1도 없이 시까지 시하고 다유했어요 팁 적어봐용 ㅎㅎㅎ,12개월,모유 살 1도 없이 시간까지 시간하고 다유했어요 팁 적어봐 용 ㅎㅎㅎ,모유 살 도 시간 시간 유 팁 용
8297,12갤.시새수시로 먹는아기ㅜ 다유부터 해야할까요?ㅜ,12개월,12갤.시 새 수시로 먹는 아기 ㅜ 다유부터 해야 할까요?ㅜ,시 새 아기 유 요
8298,시아기 갑자기 모유면 구역을 해요 도와주세요 ㅠㅠ,12개월,시간 아기 갑자기 모유면 구역을 해요 도와 주세요 ㅠㅠ,시간 아기 갑자기 모유 구역 해 도
8299,시아기 첫 생우유,12개월,시간 아기 첫 생우유,시간 아기 첫 생 우유
8300,시아기 분유를 꼭 끊어야 하나요?,12개월,시간 아기 분유를 꼭 끊어야 하나요?,시간 아기 분유 꼭 하나요
8301,유기농궁3단계 까지 먹이신맘님들 그다음 어떻게 하셨어요?,12개월,유기농궁 3단계 까지 먹이신 맘님들 그 다음 어떻게 하셨어요?,유기농 궁 단계 맘 그 다음
8302,"모유 어야 자는 아기, 다유하면 정말 혼자 잘까요?",12개월,"모유 어야 자는 아기, 다유하면 정말 혼자 잘까요?",모유 아기 유하 정말 혼자
